Group_State_AK,Group_State_AL,Group_State_AR,Group_State_AZ,Group_State_CA,Group_State_CO,Group_State_CT,Group_State_FL,Group_State_GA,Group_State_HI,Group_State_IA,Group_State_ID,Group_State_IL,Group_State_IN,Group_State_KS,Group_State_KY,Group_State_LA,Group_State_MA,Group_State_MD,Group_State_ME,Group_State_MI,Group_State_MN,Group_State_MO,Group_State_MS,Group_State_MT,Group_State_NC,Group_State_ND,Group_State_NE,Group_State_NH,Group_State_NJ,Group_State_NM,Group_State_NV,Group_State_NY,Group_State_OH,Group_State_OK,Group_State_OR,Group_State_PA,Group_State_RI,Group_State_SC,Group_State_SD,Group_State_TN,Group_State_TX,Group_State_UT,Group_State_VA,Group_State_WA,Group_State_WI,Group_State_WY,Travel_Type_A,Travel_Type_B,Travel_Type_T,Early_C_0,Early_C_1,GroupGradeType_Elementary->Elementary,GroupGradeType_Elementary->High,GroupGradeType_Elementary->Middle,GroupGradeType_High->High,GroupGradeType_K->Elementary,GroupGradeType_K->High,GroupGradeType_K->Middle,GroupGradeType_Middle->High,GroupGradeType_Middle->Middle,GroupGradeType_PK->Elementary,GroupGradeType_PK->High,GroupGradeType_PK->Middle,School_Sponsor_0,School_Sponsor_1,Poverty_Code_0,Poverty_Code_A,Poverty_Code_B,Poverty_Code_C,Poverty_Code_D,Poverty_Code_E,School_Type_CHD,School_Type_Catholic,School_Type_PUBLIC,School_Type_Private non-Christian,MDR_Low_Grade_1,MDR_Low_Grade_10,MDR_Low_Grade_2,MDR_Low_Grade_3,MDR_Low_Grade_4,MDR_Low_Grade_5,MDR_Low_Grade_6,MDR_Low_Grade_7,MDR_Low_Grade_8,MDR_Low_Grade_9,MDR_Low_Grade_K,MDR_Low_Grade_PK,MDR_High_Grade_1.0,MDR_High_Grade_2.0,MDR_High_Grade_3.0,MDR_High_Grade_4.0,MDR_High_Grade_5.0,MDR_High_Grade_6.0,MDR_High_Grade_7.0,MDR_High_Grade_8.0,MDR_High_Grade_9.0,MDR_High_Grade_10.0,MDR_High_Grade_11.0,MDR_High_Grade_12.0,Income_Level_A,Income_Level_B,Income_Level_C,Income_Level_D,Income_Level_E,Income_Level_F,Income_Level_G,Income_Level_H,Income_Level_I,Income_Level_J,Income_Level_K,Income_Level_L,Income_Level_M,Income_Level_N,Income_Level_O,Income_Level_P,Income_Level_P1,Income_Level_P3,Income_Level_P4,Income_Level_Q,Income_Level_Z,SchoolGradeType_Elementary->Elementary,SchoolGradeType_Elementary->High,SchoolGradeType_Elementary->Middle,SchoolGradeType_High->High,SchoolGradeType_Middle->High,SchoolGradeType_Middle->Middle,SchoolSizeIndicator_L,SchoolSizeIndicator_M-L,SchoolSizeIndicator_S,SchoolSizeIndicator_S-M,NumberOfMeetingswithParents_0,NumberOfMeetingswithParents_1,NumberOfMeetingswithParents_2,From_Grade,To_Grade,Days,Departure_Month,Return_Month,Days_LCtoDD,Days_InitialOrgtoDD,Days_DeptoDD,Tuition,FRP_Take_up_percent_,SPR_Group_Revenue,FPP_to_PAX,DifferenceTraveltoFirstMeeting,DifferenceTraveltoLastMeeting,logCancelled_Pax,logTotal_Discount_Pax,logFPP,logTotal_Pax,logFPP_to_School_enrollment,logFRP_Active,logFRP_Cancelled,logEZ_Pay_Take_Up_Rate,logNum_of_Non_FPP_PAX,logTotal_School_Enrollment
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6390510091606787,-0.920999299831189,-0.1814033111031129,-0.5616858399636746,-0.9426907564724559,-0.3684482630171275,0.47998765893853723,-0.504044536670728,0.569298206674264,0.47245425855552786,0.7668239592213109,0.11236476743239812,1.1672935124458852,0.42182555646553044,0.6067664983808618,-1.0160949245627433,-0.7163696594686136,-0.46165246263845044,-0.32822684066273705,-0.0988928601328309,0.2795579015910122,-1.4791751043951344,-1.0220967644104593,-0.6102170091091723
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.37582005326944745,1.004743426912223,1.831389415953566,-3.0484193276750724,-2.5821804956282493,-1.569534122231717,-0.8563484836798124,-1.8064742470885382,-1.134663065205351,-0.42321072524426184,-1.2318945151103453,-0.46730765621173703,-0.6253385599950846,-0.6171669905082542,0.7789783965771604,1.689739538744925,1.4603711174463743,1.4588441343243428,0.7274386248207195,1.2552705310064787,1.3256629838239713,1.086600501701006,1.9182581260570137,0.47973987999782913
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.37582005326944745,1.486179108598076,1.0572383670856125,-0.5616858399636746,-0.1229458868945592,-0.3076337891328445,-0.2901043554516982,-0.29397522853882313,1.160087698749313,0.6281631682985538,1.1072650180360435,-1.7677760692587272,0.9421319961006426,1.6376678986688955,0.1728271720545973,0.772364374017694,-0.31521061870394423,0.007880681309600242,-0.6980771307269945,0.29413763511011504,0.5674144870644954,-0.11754817044175563,0.7691806926743816,0.9715221770652127
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.6390510091606787,-0.920999299831189,0.43791752799124983,0.2672253226067912,0.6967989826833375,0.3461218051231979,1.1934552605059612,-1.2182801843192046,0.740316217538094,0.4946276142528995,0.35892222976587085,-3.1100776612162075,0.21468709713908965,0.3555068832544378,-0.11495515228720747,-1.0160949245627433,-2.1693369631741968,-2.0972259353978964,-0.9000580399272747,-1.461761187494126,-0.0915537823012009,2.894990486304943,-1.0220967644104593,0.004962059237629604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.3906911156995736,1.004743426912223,1.0572383670856125,0.2672253226067912,0.6967989826833375,0.08766029111499508,0.45733789380941264,-0.35699602097839456,-1.6959130826766478,-1.4544384946099504,-1.572335573925078,0.6596303553494474,-0.045114652490036385,0.26708198563964763,0.7789783965771604,2.311312492365938,2.063853533575713,2.3595633894839505,2.1273312372816218,1.1734936456634761,0.2795579015910122,-0.544618663368809,1.9182581260570137,0.39309477522447384
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.13161547794561562,-0.439563618145336,0.28308731821765915,1.096136485177257,0.6967989826833375,0.4677507528917639,1.023582022037527,0.9874475510657966,0.24125456765364464,-0.5410345398824011,0.07025331353586713,1.4600592167231885,0.46582878844724485,0.9634280543561203,1.8248136050216377,1.9196340012850326,2.0336626368188995,1.9713009913600623,2.0312986706797624,1.6082093133414384,1.5845294438230133,0.5346719007803792,1.688001408119069,-0.10798115304480624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.13161547794561562,-0.439563618145336,-0.1814033111031129,-1.3905970025341405,-1.7624356260503526,1.3039497688006554,-0.2674545903225736,1.827724783593416,-1.0025127840833008,-2.526092948530292,-1.081284645772952,0.42360606483487323,-1.9849677163875108,-2.2088151475744775,0.1728271720545973,1.4291066932033618,0.7292816979310572,0.817057341549446,0.5360149548893033,-2.6141382374236595,-1.5087705484263731,-1.4791751043951344,1.125605223955659,-0.29113077152320715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.13161547794561562,-0.439563618145336,-0.6458939404238849,0.2672253226067912,-0.1229458868945592,0.33091818665212713,1.1481557302477121,0.5252950731756059,0.12154196004896366,-0.1405228833554971,0.3416648489042945,1.0314572298234468,0.13674657225035186,0.5213035662821695,0.6067664983808618,1.9196340012850326,1.8470272458223704,1.7779848053565332,1.350035998072293,1.5504549770260514,0.5674144870644954,1.629868572588392,1.688001408119069,0.15763990400738886
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6390510091606787,-0.439563618145336,0.12825710844406846,1.096136485177257,0.6967989826833375,0.5285652267760469,-0.5279268893075062,0.5883158656151773,0.5304304769324845,-0.06262902854485376,0.3071500871811419,-0.2298380950342239,-1.9849677163875108,-2.2088151475744775,0.7789783965771604,-0.22468907746577235,-0.6250142918525669,-0.6944516059047668,-0.837271217737397,-0.43293133302332876,-1.5087705484263731,-0.7972164218827528,-0.2294438623091048,1.2054805658013041
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.1464865403757418,-1.402434981517042,-0.6458939404238849,0.2672253226067912,0.6967989826833375,0.40693627900748086,-1.320668668826866,0.6933505196811298,0.9906243970751543,1.9633233992546573,0.9660682655322373,-3.2339150131519454,0.3099477386697692,0.5434097906858669,0.1728271720545973,-1.0160949245627433,-2.5239722435845624,-2.0972259353978964,-0.9266326674435527,-1.1600003011567723,-0.0915537823012009,-1.4791751043951344,-1.0220967644104593,0.6205565800202164
